sub_id,trial_number,trial_mode,box_number,total_distance,trial_time
s101,73,2,4,0.29830411245789695,1.454
s101,74,1,12,0.7311622568767683,3.481
s101,75,3,12,0.8300394271964341,4.141
s101,76,3,8,0.666720979512813,2.816
s101,77,4,8,0.572957977361166,3.029
s101,78,4,4,0.4621340303181412,2.121
s101,79,2,4,0.29940698035359387,1.154
s101,80,3,12,1.139033872945081,5.595
s101,81,3,8,0.653631028154728,3.054
s101,82,3,12,0.5653141036690774,2.94
s101,83,3,12,0.8083131687018639,3.641
s101,84,3,12,0.8295885053211975,3.842
s101,85,2,4,0.24811866554150613,1.361
s101,86,3,12,0.6794615525437832,3.123
s101,87,4,4,0.32133970865030076,1.737
s101,88,4,8,0.5214365220079167,2.451
s101,89,3,12,0.720143520010933,3.603
s101,90,1,12,0.7451405715871857,3.098
s101,91,2,8,0.544346847270826,2.91
s101,92,4,4,0.5404468316635916,2.731
s101,93,4,4,0.4849715370593113,2.167
s101,94,2,8,0.4036824404628563,1.877
s101,95,2,12,1.2387291036094237,7.474
s101,96,2,4,0.757660289214608,3.21
s101,97,4,12,0.7782607042961533,4.562
s101,98,2,8,0.6706515746749083,3.168
s101,99,3,8,0.611757769490222,3.007
s101,100,4,4,0.24602519643014872,1.545
s101,101,1,12,0.6875737074677116,3.506
s101,102,3,12,0.666455558950742,3.5
s101,103,2,4,0.08701313013762728,1.013
s101,104,2,12,0.6102106406100942,3.877
s101,105,2,12,0.7742932851066283,3.573
s101,106,3,8,0.6808623564276665,2.798
s101,107,4,4,0.20698502843078848,1.108
s101,108,3,8,0.4025173113743249,2.183
s101,109,1,12,0.81925132548412,3.826
s101,110,2,12,0.3843373876859521,2.058
s101,111,1,4,0.47658219094681326,1.922
s101,112,2,8,0.7053566213339655,3.324
s101,113,2,4,0.13631839059739503,1.011
s101,114,3,8,0.5974058677795367,2.444
s101,115,3,8,0.734621395700039,3.195
s101,116,3,12,1.1555703263856445,5.136
s101,117,1,8,0.7754621271296845,3.337
s101,118,4,4,0.32202316053639546,1.714
s101,119,4,4,0.27319157650821874,1.333
s101,120,4,4,0.2557781313935817,1.121
s101,121,2,12,0.9645076170749324,4.091
s101,122,2,4,0.2936463441370512,1.313
s101,123,4,4,0.3006870637691272,1.202
s101,124,4,4,0.24819002117626424,1.098
s101,125,1,8,0.6720850694388387,2.719
s101,126,2,4,0.41533737278822086,2.1
s101,127,1,4,0.45454395849985474,1.908
s101,128,1,12,0.6797820119793249,2.654
s101,129,1,8,0.9380471891917176,3.408
s101,130,4,12,0.7457467288926316,4.004
s101,131,1,8,0.8056070893254297,2.943
s101,132,1,12,0.730003315215576,3.42
s101,133,1,12,0.5880354877256528,2.86
s101,134,2,4,0.2327789638440985,1.144
s101,135,2,12,0.6667140292151059,2.845
s101,136,1,8,0.5308162195929463,2.536
s101,137,3,12,0.7897102064402044,3.363
s101,138,3,12,0.8989493615695968,3.295
s101,139,2,8,0.44571396481219455,2.138
s101,140,3,12,0.9370819731065227,4.323
s101,141,4,8,0.7033004304145362,4.28
s101,142,3,8,0.551507800853454,2.509
s101,143,2,12,0.5225516107549969,2.507
s101,144,3,12,0.7291786734583053,3.422
s101,145,3,12,0.7912055692687546,3.569
s101,146,2,12,1.025310232345065,5.535
s101,147,4,8,0.8626464349340274,5.005
s101,148,4,4,0.44889311433286055,2.176
s101,149,2,12,0.7593059220611609,3.58
s101,150,1,4,0.37741362398037254,1.638
s101,151,1,8,0.5749432321861425,2.655
s101,152,4,4,0.33058382978304834,1.477
s101,153,3,12,0.6263117562763576,2.985
s101,154,2,4,0.13857828042580134,0.948
s101,155,2,4,0.3123812360622257,1.887
s101,156,3,8,0.696265125774792,3.086
s101,157,1,12,0.912010333896043,3.786
s101,158,2,8,0.32329007634790236,1.51
s101,159,4,4,0.44332068397348273,1.644
s101,160,3,8,0.56310524648895,2.46
s101,161,2,8,0.4598096670748394,2.183
s101,162,1,4,0.4174942746620732,1.605
s101,163,1,4,0.28031134734837904,1.134
s101,164,4,8,0.4045768507197544,1.988
s101,165,3,12,0.7788230087232855,3.658
s101,166,1,8,0.473905333650718,2.212
s101,167,3,12,0.6752427785365906,3.256
s101,168,2,8,0.6124644493799396,2.883
s101,169,4,4,0.3675448515534221,1.607
s101,170,2,8,0.43907920691442265,2.76
s101,171,3,8,0.8194424265498477,3.22
s101,172,3,8,0.5583093955598276,2.634
s101,173,3,8,0.5270831854345909,2.353
s101,174,2,12,0.5937325799089171,2.741
s101,175,1,12,0.7150864244055305,3.136
s101,176,3,12,0.8490844172548916,3.406
s101,177,3,12,0.8354522284038441,3.487
s101,178,4,8,0.3715544369988972,1.814
s101,179,3,8,0.7150993349537963,2.857
s101,180,1,8,0.432577535947979,2.164
s102,1,3,12,0.6999901855148472,4.801
s102,2,4,12,0.4537307884096185,5.296
s102,3,1,8,0.5347263201193445,3.918
s102,4,1,4,0.3978945052670632,2.415
s102,5,2,12,0.6641952495349805,6.807
s102,6,4,8,0.4734834238879886,4.127
s102,7,2,4,0.2558598697801918,1.702
s102,8,3,8,0.6078870119630897,3.784
s102,9,4,4,0.46290763742552526,3.496
s102,10,1,4,0.3733658200398272,2.372
s102,11,4,4,0.19718745769189489,1.466
s102,12,3,12,0.6583468286234234,3.995
s102,13,4,4,0.26632043138221473,1.646
s102,14,1,12,0.8473161986341688,4.736
s102,15,4,8,0.4194691427634348,3.137
s102,16,2,8,0.2926698879605837,2.658
s102,17,3,8,0.5086290616277109,2.858
s102,18,2,4,0.22247358784256685,1.696
s102,19,3,12,0.8158255839362373,4.764
s102,20,1,4,0.20019764667450005,1.246
s102,21,1,4,0.30619465353671427,1.7
s102,22,2,12,0.4549274354868409,3.763
s102,23,2,4,0.19146060373640503,1.223
s102,24,3,12,0.6548586831702028,3.853
s102,25,4,8,0.6075921007867536,3.894
s102,26,1,8,0.7078634461606401,3.54
s102,27,1,8,0.5088810154036597,2.529
s102,28,4,4,0.38542933131255,2.755
s102,29,1,8,0.4809941184908128,2.111
s102,30,4,4,0.2485983675411737,1.387
s102,31,2,12,0.6764589953643827,5.072
s102,32,3,4,0.3273842731852963,1.626
s102,33,1,4,0.5470742718397573,2.156
s102,34,4,8,0.988096715798051,7.658
s102,35,3,4,0.2676351627025414,1.238
s102,36,4,4,0.21077861470608564,1.518
s102,37,1,4,0.41891310106378304,1.594
s102,38,1,12,0.9446856366496068,3.35
s102,39,4,8,0.41818666147234235,3.545
s102,40,2,8,0.39069815539914743,3.41
s102,41,3,8,0.5239861630076762,2.404
s102,42,4,4,0.19968523162212487,1.22
s102,43,3,12,0.6833578296243144,2.981
s102,44,4,4,0.35732956761633206,2.054
s102,45,1,4,0.39658153740737784,1.529
s102,46,4,12,0.6139363266620786,5.124
s102,47,1,12,0.9146171954851192,3.299
s102,48,1,12,0.7520016637699136,3.491
s102,49,4,4,0.24151456269684915,1.315
s102,50,4,4,0.1630462589402869,0.901
s102,51,1,8,0.6726343024445178,2.563
s102,52,4,4,0.21443846970979016,1.234
s102,53,1,8,0.749266669730564,3.07
s102,54,2,8,0.768356075641287,5.454
s102,55,3,12,0.8493228821679717,3.425
s102,56,4,4,0.13272075880708725,1.037
s102,57,2,12,0.7723959300904224,5.855
s102,58,4,8,0.4587737474796087,3.225
s102,59,2,12,0.5674124748290634,4.572
s102,60,1,4,0.3496744274558459,1.335
s102,61,2,4,0.25997612414931753,1.499
s102,62,3,12,0.6870072172476634,2.948
s102,63,1,4,0.29509894416098126,1.221
s102,64,4,8,0.381210182309099,2.597
s102,65,3,4,0.32511471317000407,1.401
s102,66,2,8,0.41956267303183553,2.849
s102,67,1,8,0.6288168617862225,2.61
s102,68,2,8,0.5096142558980261,2.932
s102,69,1,4,0.3316545829521756,1.403
s102,70,2,8,0.6702222483931829,4.149
s102,71,1,12,0.6787773037425763,3.338
s102,72,1,12,0.7368845010567898,3.332
s102,73,2,4,0.4297670924678509,2.088
s102,74,1,12,0.6483905976726726,2.995
s102,75,4,12,0.8791982973931871,5.041
s102,76,3,8,0.691767814215399,2.586
s102,77,4,8,0.5724457652756209,4.258
s102,78,4,4,0.420666580701824,3.069
s102,79,2,4,0.22633887222214805,1.388
s102,80,3,12,0.8400534052679381,4.34
s102,81,3,8,0.6057883732791421,2.964
s102,82,4,12,0.6335590107633596,4.946
s102,83,3,12,0.9123443632369772,4.518
s102,84,4,12,0.5221421224026643,3.765
s102,85,2,4,0.23392764760644583,1.499
s102,86,3,12,0.7510329878779046,3.484
s102,87,4,4,0.1916107382534676,1.193
s102,88,3,8,0.7855814840679951,3.349
s102,89,3,12,0.6720189762812505,4.108
s102,90,1,12,0.778394422992197,3.678
s102,91,2,8,0.3464909065249779,2.352
s102,92,4,4,0.2883776753632082,1.319
s102,93,3,4,0.28363492208072766,1.446
s102,94,2,8,0.3230824356641827,1.87
s102,95,2,12,0.8588972579077351,4.915
s102,96,2,4,0.2042460599639315,1.14
s102,97,3,12,0.7118986838121198,3.493
s102,98,2,8,0.5185372885380133,2.462
s102,99,3,8,0.5683457500638939,2.842
s102,100,4,4,0.3341278769603839,2.347
s102,101,1,12,0.8249253468666444,3.699
s102,102,4,12,0.680772732194772,5.995
s102,103,2,4,0.09900626994568154,1
s102,104,2,12,0.6039851903959014,4.559
s102,105,2,12,0.38688933989155616,2.319
s102,106,3,8,0.6438364228284684,2.95
s102,107,3,4,0.3641023219646768,1.645
s102,108,3,8,0.5054392430735876,2.331
s102,109,1,12,0.6374928780966543,3.168
s102,110,2,12,0.4658602084725737,3.079
s102,111,1,4,0.45121421647132337,1.734
s102,112,2,8,0.5773439301326241,3.848
s102,113,2,4,0.12026341439802896,1.383
s102,114,4,8,0.7030781561486481,5.133
s102,115,3,8,0.6592263911673845,3.07
s102,116,4,12,0.8362779084482169,6.375
s102,117,1,8,0.6060267351584309,2.874
s102,118,4,4,0.17886926458548957,0.904
s102,119,3,4,0.2912536747725672,1.268
s102,120,4,4,0.6218927924716922,2.934
s102,121,2,12,0.645053961784066,4.711
s102,122,2,4,0.7743046321005922,4.894
s102,123,4,4,0.26734265534297885,1.422
s102,124,3,4,0.4562037362164458,1.894
s102,125,1,8,0.5685438451047062,2.654
s102,126,2,4,0.2646999912005482,1.231
s102,127,1,4,0.5021407277106801,1.766
s102,128,1,12,0.6434794618963661,3.066
s102,129,1,8,0.7226007382518416,2.654
s102,130,4,12,0.7705482517061766,6.347
s102,131,1,8,0.571480875394414,2.473
s102,132,1,12,0.8025013438546899,3.703
s102,133,1,12,0.6816265395143739,2.998
s102,134,2,4,0.2257141966127509,1.382
s102,135,2,12,0.4830669641008458,3.212
s102,136,1,8,0.5703538511283972,3.114
s102,137,4,12,0.6860021223481941,5.833
s102,138,4,12,0.9761773430613604,6.968
s102,139,2,8,0.44664130770823374,2.996
s102,140,3,12,0.766359711466983,3.955
s102,141,4,8,0.2935479525546327,2.295
s102,142,3,8,0.5048921989144899,2.636
s102,143,2,12,0.4646176852867549,3.793
s102,144,4,12,0.43195003075799365,2.889
s102,145,3,12,0.7006470641633263,3.175
s102,146,2,12,0.6840381215593672,5.227
s102,147,4,8,0.6320385405711131,4.884
s102,148,3,4,0.31008985727077404,1.367
s102,149,2,12,0.41658818527509534,3.102
s102,150,1,4,0.47791662265958246,2.172
s102,151,1,8,0.6372965531053256,2.649
s102,152,3,4,0.31774963456285704,1.257
s102,153,4,12,0.7791155218915368,7.907
s102,154,2,4,0.13102825912438104,1.108
s102,155,2,4,0.186333835086982,1.263
s102,156,4,8,0.6219640563225459,4.334
s102,157,1,12,0.6081771345965193,3.107
s102,158,2,8,0.2953936461965846,1.808
s102,159,3,4,0.4649236625760699,2.234
s102,160,4,8,0.5444721523488993,3.414
s102,161,2,8,0.4407078420730806,2.781
s102,162,1,4,0.37330630683068206,1.684
s102,163,1,4,0.3104354152771471,1.136
s102,164,4,8,0.28934059375621235,2.229
s102,165,4,12,0.8631999717174031,5.173
s102,166,1,8,0.475844360655126,2.338
s102,167,4,12,1.1778404052708318,8.431
s102,168,2,8,0.586032205034238,4.578
s102,169,3,4,0.3868831745980428,1.684
s102,170,2,8,0.5015901670699999,2.936
s102,171,4,8,0.612881260236679,4.226
s102,172,3,8,0.4347279535506191,2.027
s102,173,3,8,0.4939002334412514,2.373
s102,174,2,12,0.8228225471665425,6.528
s102,175,1,12,0.8949075352733444,3.832
s102,176,4,12,0.9757857109333816,7.223
s102,177,3,12,0.7638421907342509,3.955
s102,178,4,8,0.4435250217678473,4.279
s102,179,3,8,0.5996857360470984,2.891
s102,180,1,8,0.4448376217169882,2.25
s103,1,4,12,2.1892330382408764,17.105
s103,2,3,12,0.8377111472399635,4.733
s103,3,1,8,0.5706376619635233,2.826
s103,4,1,4,0.35445257297438554,1.8
s103,5,2,12,1.9668755480043572,12.407
s103,6,4,8,0.7166458308445643,3.678
s103,7,2,4,0.4647463724435691,1.95
s103,8,3,8,0.5176092148621771,2.971
s103,9,3,4,0.4363878911578533,1.807
s103,10,1,4,0.3452915353345695,1.46
s103,11,4,4,0.23258138214303553,0.978
s103,12,4,12,0.5877430381932778,2.904
s103,13,3,4,0.32065009969943825,1.518
s103,14,1,12,0.8205385288979192,3.918
s103,15,4,8,0.4970519492421936,2.204
s103,16,2,8,0.4988901724642526,2.698
s103,17,3,8,0.5856955644104457,2.8
s103,18,2,4,0.7099493604819304,3.741
s103,19,3,12,0.976444159438958,4.675
s103,20,1,4,0.192033485221818,1.194
s103,21,1,4,0.3175137107999684,1.594
s103,22,2,12,0.468455582291646,2.23
s103,23,2,4,0.2050100619964065,1.088
s103,24,3,12,0.6860417418919256,3.115
s103,25,4,8,0.5652114663626078,2.695
s103,26,1,8,0.5778180228805377,2.91
s103,27,1,8,0.4903668498778971,2.522
s103,28,4,4,0.27047667405738457,1.249
s103,29,1,8,0.4360113515255928,2.281
s103,30,3,4,0.4409904429454411,1.806
s103,31,2,12,0.8283434006257058,3.778
s103,32,4,4,0.2254123790040701,1.234
s103,33,1,4,0.37512696542057294,1.694
s103,34,4,8,0.5896583309125659,2.95
s103,35,3,4,0.2979066884455379,1.534
s103,36,3,4,0.2849423742270361,1.55
s103,37,1,4,0.4132140241823293,1.793
s103,38,1,12,0.6606500980056405,3.336
s103,39,4,8,0.33099850991340035,1.615
s103,40,2,8,0.484608901313995,2.711
s103,41,4,8,0.3077590255144424,1.765
s103,42,3,4,0.25067051686032643,1.496
s103,43,3,12,0.6656315399856301,3.203
s103,44,4,4,0.7407064143967568,3.558
s103,45,1,4,0.5700112263588542,2.684
s103,46,4,12,1.1084249812802307,5.475
s103,47,1,12,0.7507330449155757,3.751
s103,48,1,12,0.6752690112920624,3.645
s103,49,4,4,0.22649426049680677,1.112
s103,50,3,4,0.3446740512019562,1.638
s103,51,1,8,0.6090669770835057,2.483
s103,52,4,4,0.35833421199585197,1.456
s103,53,1,8,0.8529411053996983,3.115
s103,54,2,8,1.0163715153445383,4.151
s103,55,3,12,0.7477264988686484,3.657
s103,56,4,4,0.13451114852033622,1.074
s103,57,2,12,0.481381616682135,2.663
s103,58,4,8,0.3519768415186934,1.811
s103,59,2,12,0.9162672649844712,4.187
s103,60,1,4,0.47596728780895553,2.009
s103,61,2,4,0.2765465825102736,1.219
s103,62,4,12,1.399788462451773,5.34
s103,63,1,4,0.3283223266394503,1.528
s103,64,3,8,0.5745366786126278,2.45
s103,65,4,4,0.22169060854982064,1.125
s103,66,2,8,0.3246471404543453,1.779
s103,67,1,8,0.4988018790737631,2.425
s103,68,2,8,0.6043356980928086,2.418
s103,69,1,4,0.3298141654602713,1.67
s103,70,2,8,0.5638734244239972,2.673
s103,71,1,12,0.7041330242705098,3.843
s103,72,1,12,0.683766584617847,3.098
s103,73,2,4,0.21750054050624668,1.062
s103,74,1,12,0.8127240859285372,3.352
s103,75,4,12,0.7652576801291758,3.135
s103,76,3,8,0.642872464748072,2.861
s103,77,4,8,0.5196010005581907,1.899
s103,78,3,4,0.3912077524978707,1.844
s103,79,2,4,0.29733526726158094,1.189
s103,80,4,12,0.4490403081989942,2.151
s103,81,3,8,0.8424200338596907,3.107
s103,82,3,12,0.656963461729392,3.059
s103,83,4,12,0.480886048023876,2.304
s103,84,3,12,0.8787848220358678,3.476
s103,85,2,4,0.6242719098707451,2.811
s103,86,3,12,0.8681923598939634,4.028
s103,87,4,4,0.18823348112243216,1.037
s103,88,3,8,0.6139301754754435,2.715
s103,89,4,12,0.921257253816032,3.606
s103,90,1,12,0.7727940959145527,3.354
s103,91,2,8,0.508761352868105,2.366
s103,92,4,4,0.48925691388023856,1.72
s103,93,3,4,0.3093965034615314,1.5
s103,94,2,8,0.51468918555253,2.346
s103,95,2,12,0.45843327615739726,2.289
s103,96,2,4,0.3693226982263439,1.285
s103,97,4,12,0.9036798983396964,3.721
s103,98,2,8,0.8283296709938366,3.432
s103,99,3,8,0.5706767571973957,3.029
s103,100,3,4,0.35545214389048624,1.809
s103,101,1,12,0.6986555402393033,3.847
s103,102,4,12,0.6951290270778914,3.175
s103,103,2,4,0.22845357759495508,1.856
s103,104,2,12,0.8070738779384026,4.632
s103,105,2,12,0.7308779748994645,4.78
s103,106,3,8,0.594354043041429,3.173
s103,107,4,4,0.20366757668568583,1.186
s103,108,4,8,0.5059323188051652,2.916
s103,109,1,12,0.6567905387622233,3.633
s103,110,2,12,0.42083246786756406,2.972
s103,111,1,4,0.5080992379420366,2.517
s103,112,2,8,0.5678064820741707,3.663
s103,113,2,4,0.2347131764409919,1.675
s103,114,4,8,0.6890058002579699,3.021
s103,115,4,8,0.6221481008068915,3.611
s103,116,3,12,0.8105022615717169,3.616
s103,117,1,8,0.73138492311401,3.232
s103,118,4,4,0.18621104661472232,1.105
s103,119,3,4,0.3000362492294725,1.38
s103,120,3,4,0.4012431117811356,1.388
s103,121,2,12,0.7802026551554094,3.276
s103,122,2,4,0.27002066601840263,1.402
s103,123,4,4,0.27804466052484894,1.177
s103,124,4,4,0.3774512035426722,1.635
s103,125,1,8,0.7075168849297954,3.086
s103,126,2,4,0.24060007571317096,1.171
s103,127,1,4,0.6206541740738317,2.295
s103,128,1,12,0.6079495094473281,2.905
s103,129,1,8,0.7136677416833418,2.898
s103,130,4,12,1.18168821807493,5.89
s103,131,1,8,0.6628879660561844,2.856
s103,132,1,12,0.8535601896573108,3.661
s103,133,1,12,0.6158530328438968,3.075
s103,134,2,4,0.39316141661244974,1.758
s103,135,2,12,1.1763780366145662,7.305
s103,136,1,8,0.6371066771763835,2.984
s103,137,4,12,0.47949775135688455,3.181
s103,138,3,12,0.8170764738548878,4.053
s103,139,2,8,0.4370843961800777,2.139
s103,140,3,12,0.766954051905824,3.65
s103,141,4,8,0.2917856205464818,1.682
s103,142,4,8,0.3193270392900958,1.895
s103,143,2,12,0.42857465555010354,2.352
s103,144,3,12,0.8702837954493503,3.49
s103,145,3,12,1.0437295651902738,4.364
s103,146,2,12,0.9091013947694532,5.027
s103,147,3,8,0.5964676326120336,3.214
s103,148,4,4,0.28776680028319984,1.127
s103,149,2,12,0.8821102380815329,5.418
s103,150,1,4,0.3628082072065486,2.194
s103,151,1,8,0.4926800315016589,2.596
s103,152,4,4,0.4483400793306566,1.929
s103,153,3,12,0.673373268206614,3.489
s103,154,2,4,0.12996855844657337,0.812
s103,155,2,4,0.18222162203004705,1.172
s103,156,3,8,0.6654319857655533,2.737
s103,157,1,12,0.714197412006592,3.737
s103,158,2,8,0.4424426650430851,2.312
s103,159,3,4,0.3341149113444623,1.633
s103,160,4,8,0.45957727507656615,2.298
s103,161,2,8,0.5796496133850283,2.318
s103,162,1,4,0.537222053172238,2.733
s103,163,1,4,0.38096140113119153,1.883
s103,164,4,8,0.35681681820871064,2.217
s103,165,3,12,0.6894753057140232,3.361
s103,166,1,8,0.4761099731503944,2.522
s103,167,4,12,0.7196692075495885,3.123
s103,168,2,8,1.169673257681347,4.223
s103,169,4,4,0.3228938349442288,1.519
s103,170,2,8,0.960334731071295,3.355
s103,171,3,8,0.8287530856604548,3.183
s103,172,4,8,0.1957628985771458,1.441
s103,173,4,8,0.5265184908699525,2.328
s103,174,2,12,0.8475646485615032,3.563
s103,175,1,12,0.703733804462494,3.182
s103,176,3,12,0.8156845862358137,3.509
s103,177,4,12,0.7236267538734157,3.09
s103,178,4,8,0.9462576852453576,3.519
s103,179,3,8,0.6459552313805005,2.666
s103,180,1,8,0.6483443365765712,2.835
s104,1,3,12,0.7360369044500336,4.673
s104,2,4,12,0.5001550919004532,5.58
s104,3,1,8,0.5990593550332556,3.634
s104,4,1,4,0.3948225769551345,2.386
s104,5,2,12,0.6956844837492495,7.395
s104,6,3,8,0.5223698533407166,2.921
s104,7,2,4,0.2797463170706672,1.781
s104,8,3,8,0.5585489128263442,2.979
s104,9,3,4,0.45171470276806025,1.952
s104,10,1,4,0.3698737734419125,2.003
s104,11,4,4,0.19614736952531417,1.418
s104,12,4,12,0.7613269846941081,8.245
s104,13,3,4,0.32272889143729616,1.662
s104,14,1,12,0.7038029929357276,3.483
s104,15,3,8,0.6973959030317013,3.603
s104,16,2,8,0.4017999369375638,4.463
s104,17,3,8,0.5644561255228235,2.844
s104,18,2,4,0.3102003702664172,3.694
s104,19,3,12,1.0347680277004152,4.806
s104,20,1,4,0.2753464384745743,1.401
s104,21,1,4,0.319154708866773,1.649
s104,22,2,12,0.5206589939775954,4.09
s104,23,2,4,0.19288725016190517,1.608
s104,24,3,12,0.7939685770878121,4.786
s104,25,3,8,0.5855438760144736,3.592
s104,26,1,8,0.7108800549475036,3.458
s104,27,1,8,0.6327975104938605,3.855
s104,28,3,4,0.431645370480555,1.931
s104,29,1,8,0.4995390245559952,2.29
s104,30,4,4,0.49129825858181136,4.371
s104,31,2,12,0.5561094951181043,4.35
s104,32,3,4,0.29399038487313744,1.685
s104,33,1,4,0.3936554032875341,1.62
s104,34,3,8,0.7339415501980413,4.136
s104,35,3,4,0.283490022191383,1.706
s104,36,3,4,0.45009885673132666,2.693
s104,37,1,4,0.4628568846819637,2.128
s104,38,1,12,0.7693823557140534,3.924
s104,39,4,8,0.4934697290543646,4.25
s104,40,2,8,0.5360402851509306,4.829
s104,41,3,8,0.6112951841186526,3.164
s104,42,3,4,0.2614025732495463,1.414
s104,43,3,12,0.8101056827882637,4.115
s104,44,3,4,0.43485009165531985,2.027
s104,45,1,4,0.39737754450505114,1.758
s104,46,3,12,0.9011785092001212,4.936
s104,47,1,12,0.780442059710807,4.084
s104,48,1,12,0.7118949326038049,3.93
s104,49,4,4,0.2531252222833862,1.613
s104,50,3,4,0.3650889734552316,1.665
s104,51,1,8,0.6415038584665651,2.722
s104,52,3,4,0.33045398275082877,1.3
s104,53,1,8,0.7371469029838085,3.226
s104,54,2,8,1.5119524600181788,12.977
s104,55,3,12,0.7652490759531495,3.702
s104,56,3,4,0.259555839795613,1.295
s104,57,2,12,0.8447651119357691,8.604
s104,58,3,8,0.6993649657914117,2.979
s104,59,2,12,0.9193493743991872,7.085
s104,60,1,4,0.49733804787725777,2.784
s104,61,2,4,0.279196737122067,1.861
s104,62,3,12,0.8179902073601146,3.713
s104,63,1,4,0.31276877851100615,1.57
s104,64,3,8,0.6552903458756946,2.929
s104,65,3,4,0.44654804701801987,1.704
s104,66,2,8,0.3765467457461536,2.38
s104,67,1,8,0.5816402520267601,2.742
s104,68,2,8,0.4823219933508022,2.706
s104,69,1,4,0.33355029640058287,1.821
s104,70,2,8,0.31894796087914973,2.194
s104,71,1,12,1.0248432957607558,6.139
s104,72,1,12,0.7585972786697806,4.668
s104,73,2,4,0.20586420505073091,1.492
s104,74,1,12,0.7772304684089546,3.844
s104,75,3,12,0.7653836844044882,4.233
s104,76,3,8,0.6974605778923836,3.555
s104,77,3,8,0.7235779717133762,3.243
s104,78,4,4,0.4745336867031495,4.48
s104,79,2,4,0.3943751865868681,3.939
s104,80,3,12,0.8292769348347329,5.125
s104,81,3,8,0.7256864607190113,3.87
s104,82,3,12,0.8081952361347363,3.62
s104,83,3,12,0.7908813816224857,3.713
s104,84,4,12,0.5724201004830793,4.403
s104,85,2,4,0.2532304143037486,2.026
s104,86,3,12,0.944294284394969,4.147
s104,87,3,4,0.43095370555327905,1.757
s104,88,3,8,0.6575832974160265,2.76
s104,89,3,12,0.7704705804517646,3.691
s104,90,1,12,0.7842356613608626,3.572
s104,91,2,8,0.36945378672340173,2.831
s104,92,3,4,0.36008623007508994,1.843
s104,93,3,4,0.2987534512054456,1.644
s104,94,2,8,0.3415823766173006,3.068
s104,95,2,12,0.7679062427371751,5.639
s104,96,2,4,0.21021655541508236,1.47
