sub_id,trial_number,trial_mode,box_number,total_distance,trial_time
s103,124,3,4,0.49069435864245303,1.501
s103,125,1,8,0.7168819673142345,2.617
s103,126,2,4,0.34868520168784367,1.61
s103,127,1,4,0.5243086627796998,1.76
s103,128,1,12,0.6087019393695889,2.828
s103,129,1,8,0.6984611538808346,2.842
s103,130,3,12,0.7716698950374332,3.759
s103,131,1,8,0.5920610883526011,2.56
s103,132,1,12,0.6649929172796842,2.91
s103,133,1,12,0.7114875780242275,3.401
s103,134,2,4,0.7001800394100111,5.858
s103,135,2,12,0.6412738925483122,5.661
s103,136,1,8,0.583735459531856,2.626
s103,137,3,12,0.8948859738582022,3.766
s103,138,3,12,0.9134138543050588,4.773
s103,139,2,8,0.5191566695231092,4.041
s103,140,3,12,0.9279219421492292,4.831
s103,141,3,8,0.48726783669061213,3.008
s103,142,3,8,0.576102008761278,2.819
s103,143,2,12,0.49794626777632023,4.376
s103,144,3,12,0.7401735473097509,3.523
s103,145,3,12,0.7790903869570601,3.19
s103,146,2,12,0.7273897141489845,6.14
s103,147,3,8,0.5910214017890358,2.915
s103,148,3,4,0.3124408078486738,1.293
s103,149,2,12,0.8765669000802884,7.445
s103,150,1,4,0.3696107994500222,1.488
s103,151,1,8,0.5142956130364804,2.388
s103,152,3,4,0.4268789362880599,2.021
s103,153,3,12,0.837976044654973,4.613
s103,154,2,4,0.4130009546367208,2.239
s103,155,2,4,0.5667731400958521,4.549
s103,156,3,8,0.694870738738729,3.711
s103,157,1,12,0.6846653501324028,3.895
s103,158,2,8,0.43761334188201106,4.28
s103,159,3,4,0.3601575617139779,1.721
s103,160,3,8,0.5255695565610319,3.189
s103,161,2,8,0.4374894710397872,2.866
s103,162,1,4,0.541153589478197,2.543
s103,163,1,4,0.32423643145670894,2.015
s103,164,3,8,0.6975894029237438,2.934
s103,165,3,12,0.771365451661723,3.941
s103,166,1,8,0.4885934443789874,2.226
s103,167,3,12,0.7151958329876855,3.122
s103,168,2,8,0.8502636646738008,5.373
s103,169,3,4,0.3805691785424699,2.24
s103,170,2,8,0.832880788162636,5.396
s103,171,3,8,0.9453469641991032,5.046
s103,172,3,8,0.4541000100517126,2.38
s103,173,3,8,0.6435690884815854,3.037
s103,174,2,12,0.6572569607922893,5.031
s103,175,1,12,0.7960420834326312,3.527
s103,176,3,12,0.9262389389645268,4.296
s103,177,4,12,0.9636032655378612,6.588
s103,178,3,8,0.4905563362658591,2.453
s103,179,3,8,0.6081516243693134,2.947
s103,180,1,8,0.593836136129122,2.837
s104,1,3,12,0.6950769287087639,4.833
s104,2,3,12,0.912425748892078,5.34
s104,3,1,8,0.521386369225779,2.954
s104,4,1,4,0.3915689722094605,1.872
s104,5,2,12,1.0099744170661522,8.806
s104,6,3,8,0.5065355740895409,2.901
